File generated on 2016-09-21 09:00:32 +0000

"Image usage is subject to PlantVillage terms of service (https://www.plantvillage.org/en/tos). In particular, all images that contain the term PlantVillage in the metadata are licensed under a Creative Commons Attribution-ShareAlike 3.0 license."

Other image sizes are available when changing the /large/ part of the url to either /thumb/ or /medium/.


Crop common name,Crop scientific name,Disease common name,Disease scientific name,url,description,metadata
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/983/large/FREC_Scab_3188_resized.JPG?1445259258,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/984/large/FREC_Scab_3189_resized.JPG?1445259260,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/985/large/FREC_Scab_3190_resized.JPG?1445259261,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/986/large/FREC_Scab_3191_resized.JPG?1445259263,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/987/large/FREC_Scab_3192_resized.JPG?1445259265,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/988/large/FREC_Scab_3193_resized.JPG?1445259268,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/989/large/FREC_Scab_3194_resized.JPG?1445259271,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/990/large/FREC_Scab_3195_resized.JPG?1445259275,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/991/large/FREC_Scab_3196_resized.JPG?1445259277,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/992/large/FREC_Scab_3197_resized.JPG?1445259279,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/993/large/FREC_Scab_3198_resized.JPG?1445259280,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/994/large/FREC_Scab_3199_resized.JPG?1445259283,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/995/large/FREC_Scab_3200_resized.JPG?1445259284,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/996/large/FREC_Scab_3201_resized.JPG?1445259286,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/997/large/FREC_Scab_3202_resized.JPG?1445259288,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/998/large/FREC_Scab_3203_resized.JPG?1445259292,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/009/999/large/FREC_Scab_3204_resized.JPG?1445259295,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/000/large/FREC_Scab_3205_resized.JPG?1445259298,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/001/large/FREC_Scab_3206_resized.JPG?1445259301,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/002/large/FREC_Scab_3207_resized.JPG?1445259302,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/003/large/FREC_Scab_3208_resized.JPG?1445259304,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/004/large/FREC_Scab_3209_resized.JPG?1445259305,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/005/large/FREC_Scab_3210_resized.JPG?1445259308,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/006/large/FREC_Scab_3211_resized.JPG?1445259311,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/007/large/FREC_Scab_3212_resized.JPG?1445259314,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/008/large/FREC_Scab_3213_resized.JPG?1445259315,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/009/large/FREC_Scab_3214_resized.JPG?1445259316,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/010/large/FREC_Scab_3215_resized.JPG?1445259317,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/011/large/FREC_Scab_3216_resized.JPG?1445259319,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/012/large/FREC_Scab_3217_resized.JPG?1445259320,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/013/large/FREC_Scab_3218_resized.JPG?1445259322,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/014/large/FREC_Scab_3219_resized.JPG?1445259323,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
Apple,Malus domestica,Apple scab,<i>Venturia inaequalis </i>,https://d3an9inho3qicd.cloudfront.net/images/pics/000/010/015/large/FREC_Scab_3220_resized.JPG?1445259325,"photographed in field/outside, FREC, Biglerville, PA",PlantVillage
